,class_,Address_1,Address_2,use_p,research_date,research,phone_num,C_ad1,C_ad,temp_data,weather_data,rain_data,oz_data
775,하소약수터,37.142268,128.188959,350,2019-03-12,적합,043-641-3704,충청북도 제천시 수도사업소,충청북도 제천시,10,"흐림, 어제보다 2˚ 높아요",20,0.003ppm
776,대봉약수터,36.485888,127.344434,50,2019-08-29,부적합,043-835-4083,증평군,충청북도 증평군,12,"흐림, 어제보다 2˚ 높아요",20,0.005ppm
777,좌구산휴양림약수터,36.7054168,127.6511754,100,2019-08-29,적합,043-835-4083,증평군,충청북도 증평군,12,"흐림, 어제보다 2˚ 높아요",20,0.005ppm
778,증안골약수,36.455554,127.356361,50,2019-08-29,부적합,043-835-4083,증평군,충청북도 증평군,12,"흐림, 어제보다 2˚ 높아요",20,0.005ppm
779,엽돈제약수터,36.8893761,127.3296322,120,2020-05-01,적합,043-539-7647,충청북도 진천군,충청북도 진천군,12,"흐림, 어제보다 2˚ 높아요",20,0.005ppm
780,남산골약수터,36.8463412,127.4408637,100,2020-05-01,적합,043-539-7647,충청북도 진천군,충청북도 진천군,12,"흐림, 어제보다 2˚ 높아요",20,0.005ppm
781,보련약수터,36.84569985,127.3626101,50,2020-05-01,적합,043-539-7647,충청북도 진천군,충청북도 진천군,12,"흐림, 어제보다 2˚ 높아요",20,0.005ppm
782,용호사,36.64587405,127.5108076,40,2020-03-30,적합,043-201-5332,청주시 상당구청,충청북도 청주시,11,"흐림, 어제보다 0˚ 높아요",20,0.020ppm
783,산성등산로2,36.661094,127.531491,80,2020-03-30,적합,043-201-5332,청주시 상당구청,충청북도 청주시,11,"흐림, 어제보다 0˚ 높아요",20,0.020ppm
784,어린이회관등산로,36.649431,127.516482,100,2020-03-30,적합,043-201-5332,청주시 상당구청,충청북도 청주시,11,"흐림, 어제보다 0˚ 높아요",20,0.020ppm
785,잠방골옹달샘,36.639149,127.650783,70,2020-03-30,적합,043-201-5332,청주시 상당구청,충청북도 청주시,11,"흐림, 어제보다 0˚ 높아요",20,0.020ppm
786,옥화유원지공동우물3,36.617511,127.703871,50,2019-07-31,적합,043-201-5332,청주시 상당구청,충청북도 청주시,11,"흐림, 어제보다 0˚ 높아요",20,0.020ppm
787,옥화유원지공동우물1,36.612945,127.701254,60,2019-07-31,적합,043-201-5332,청주시 상당구청,충청북도 청주시,11,"흐림, 어제보다 0˚ 높아요",20,0.020ppm
788,청석굴공동우물,36.619942,127.681818,50,2019-07-31,적합,043-201-5332,청주시 상당구청,충청북도 청주시,11,"흐림, 어제보다 0˚ 높아요",20,0.020ppm
789,상봉재,36.662179,127.548131,40,2020-03-30,적합,043-201-5332,청주시 상당구청,충청북도 청주시,11,"흐림, 어제보다 0˚ 높아요",20,0.020ppm
790,산성등산로3,36.6647184,127.5425868,40,2020-03-30,적합,043-201-5332,청주시 상당구청,충청북도 청주시,11,"흐림, 어제보다 0˚ 높아요",20,0.020ppm
791,우암산등산로1,36.64199721,127.499331,60,2020-03-30,적합,043-201-5332,청주시 상당구청,충청북도 청주시,11,"흐림, 어제보다 0˚ 높아요",20,0.020ppm
792,광덕사,36.642457,127.5037088,100,2020-03-30,적합,043-201-5332,청주시 상당구청,충청북도 청주시,11,"흐림, 어제보다 0˚ 높아요",20,0.020ppm
793,고씨우물,36.646411,127.507521,200,2020-03-30,적합,043-201-5332,청주시 상당구청,충청북도 청주시,11,"흐림, 어제보다 0˚ 높아요",20,0.020ppm
794,보살사,36.628471,127.536475,80,2020-03-30,적합,043-201-5332,청주시 상당구청,충청북도 청주시,11,"흐림, 어제보다 0˚ 높아요",20,0.020ppm
795,장구봉등산로,36.623861,127.445436,100,2019-11-11,적합,043-201-6332,청주시 서원구청,충청북도 청주시,11,"흐림, 어제보다 0˚ 높아요",20,0.020ppm
796,청화사,36.624256,127.475591,100,2020-03-26,적합,043-201-6332,청주시 서원구청,충청북도 청주시,11,"흐림, 어제보다 0˚ 높아요",20,0.020ppm
797,매봉산정상,36.624221,127.475612,150,2020-03-26,적합,043-201-6332,청주시 서원구청,충청북도 청주시,11,"흐림, 어제보다 0˚ 높아요",20,0.020ppm
798,구룡산정상,36.619772,127.465816,500,2020-03-26,적합,043-201-6332,청주시 서원구청,충청북도 청주시,11,"흐림, 어제보다 0˚ 높아요",20,0.020ppm
799,양지등산로공동우물,36.479905,127.430443,50,2020-03-26,부적합,043-201-6332,청주시 서원구청,충청북도 청주시,11,"흐림, 어제보다 0˚ 높아요",20,0.020ppm
800,초정약수원탕매점,36.720659067,127.6005325939,150,2019-11-14,적합,043-201-8334,청주시 청원구청,충청북도 청주시,11,"흐림, 어제보다 0˚ 높아요",20,0.020ppm
801,원산면옥(초정약수터),36.720659067,127.6005325939,150,2019-11-14,적합,043-201-8334,청주시 청원구청,충청북도 청주시,11,"흐림, 어제보다 0˚ 높아요",20,0.020ppm
802,초정공원,36.721797,127.601585,100,2018-05-09,적합,043-201-8334,청주시 청원구청,충청북도 청주시,11,"흐림, 어제보다 0˚ 높아요",20,0.020ppm
803,보성아파트,36.6651297,127.4777005,100,2020-03-12,적합,043-201-8334,청주시 청원구청,충청북도 청주시,11,"흐림, 어제보다 0˚ 높아요",20,0.020ppm
804,산성등산로1,36.665455,127.532071,50,2020-03-12,적합,043-201-8334,청주시 청원구청,충청북도 청주시,11,"흐림, 어제보다 0˚ 높아요",20,0.020ppm
805,풍년공원,36.62974102,127.433265,100,2019-11-05,적합,043-201-7335,청주시 흥덕구청,충청북도 청주시,11,"흐림, 어제보다 0˚ 높아요",20,0.020ppm
806,벽산아파트,36.63254418,127.4336079,150,2020-03-16,적합,043-201-7335,청주시 흥덕구청,충청북도 청주시,11,"흐림, 어제보다 0˚ 높아요",20,0.020ppm
807,삼일아파트,36.627011,127.4418369,100,2019-12-16,적합,043-201-7335,청주시 흥덕구청,충청북도 청주시,11,"흐림, 어제보다 0˚ 높아요",20,0.020ppm
808,명심근린공원,36.656978,127.462441,100,2020-03-26,부적합,043-201-7335,청주시 흥덕구청,충청북도 청주시,11,"흐림, 어제보다 0˚ 높아요",20,0.020ppm
809,묘안옹달샘,36.661697,127.352687,20,2020-03-16,부적합,043-201-7335,청주시 흥덕구청,충청북도 청주시,11,"흐림, 어제보다 0˚ 높아요",20,0.020ppm
810,다릿재,37.10700401,127.9930068,50,2020-06-19,적합,043-850-3642,충청북도 충주시청,충청북도 충주시,11,"흐림, 어제보다 1˚ 높아요",20,0.002ppm
811,세계사,36.82012863,128.094703,50,2020-06-19,적합,043-850-3642,충청북도 충주시청,충청북도 충주시,11,"흐림, 어제보다 1˚ 높아요",20,0.002ppm
812,샘골,36.96160237,127.9570621,30,2020-06-19,적합,043-850-3642,충청북도 충주시청,충청북도 충주시,11,"흐림, 어제보다 1˚ 높아요",20,0.002ppm
813,마즈막재,36.97931666,127.9950872,50,2020-06-19,적합,043-850-3642,충청북도 충주시청,충청북도 충주시,11,"흐림, 어제보다 1˚ 높아요",20,0.002ppm
814,탄금대,36.98825212,127.898291,30,2020-05-22,부적합,043-850-3642,충청북도 충주시청,충청북도 충주시,11,"흐림, 어제보다 1˚ 높아요",20,0.002ppm
815,범바위,36.950153,127.951753,40,2020-06-19,적합,043-850-3642,충청북도 충주시청,충청북도 충주시,11,"흐림, 어제보다 1˚ 높아요",20,0.002ppm
